Location,Bedroom,Total-Sqft,Bathroom,Price,Condition
Lipan,1,650,1,100000.00,good
Little Elm,1,700,1,250000.00,good
Little River-Academy,1,800,1,300000.00,good
Littlefield,1,800,1,300000.00,good
Live Oak,1,800,1,100000.00,good
Liverpool,1,800,1,100000.00,good
Llano,1,650,1,200000.00,good
Lockhart,1,700,1,200000.00,good
Log Cabin,1,650,1,250000.00,good
Lometa,1,700,1,250000.00,good
Lone Oak,1,800,1,150000.00,good
Lone Star,1,800,1,150000.00,good
Longview,1,800,1,200000.00,good
Lorena,1,650,1,150000.00,good
Lorenzo,1,700,1,150000.00,good
Los Fresnos,1,800,1,150000.00,good
Los Ybanez,1,800,1,150000.00,good
Lott,1,800,1,200000.00,good
Lovelady,1,800,1,100000.00,good
Lowry Crossing,1,800,1,150000.00,good
Lubbock,1,800,1,100000.00,Normal
Lucas,1,800,1,150000.00,Normal
Lueders,1,650,1,62560.00,old
Lufkin,1,700,1,150000.00,good
Luling,1,650,1,237460.00,good
Lumberton,1,700,1,100000.00,old
Lyford,1,800,1,280000.00,Normal
Lytle,1,800,1,150000.00,Normal
Madisonville,1,800,1,150000.00,good
Magnolia,1,650,1,150000.00,good
Malakoff,1,700,1,150000.00,good
Manor,1,800,1,150000.00,good
Mansfield,1,800,1,150000.00,good
Manvel,1,800,1,150000.00,good
Marble Falls,1,800,1,150000.00,good
Marfa,1,800,1,150000.00,good
Marion,1,800,1,244135.00,good
Marlin,1,800,1,150000.00,good
Marquez,1,650,1,150000.00,good
Marshall,1,700,1,150000.00,good
Mart,1,650,1,296122.00,good
Martindale,1,700,1,150000.00,good
Mason,1,800,1,100000.00,good
Mathis,1,800,1,150000.00,good
Maud,1,800,1,150000.00,good
Maypearl,1,650,1,150000.00,good
McAllen,1,700,1,150000.00,good
McCamey,1,800,1,150000.00,good
McGregor,1,800,1,150000.00,good
McKinney,1,800,1,150000.00,good
McLendon-Chisholm,1,800,1,150000.00,good
Meadowlakes,1,800,1,150000.00,good
Meadows Place,1,800,1,150000.00,good
Melissa,1,800,1,150000.00,good
Memphis,1,800,1,150000.00,good
Menard,1,650,1,150000.00,good
Mercedes,1,700,1,150000.00,good
Meridian,1,650,1,150000.00,good
Mertzon,1,700,1,339863.00,good
Mesquite,1,800,1,150000.00,good
Mexia,1,800,1,150000.00,good
Miami,1,800,1,150000.00,good
Midland,1,650,1,300000.00,good
Midlothian,1,700,1,150000.00,good
Midway,1,800,1,300000.00,good
Milano,1,800,1,150000.00,good
Miles,1,800,1,150000.00,good
Mineola,1,800,1,150000.00,good
Mineral Wells,1,800,1,150000.00,good
Mingus,1,650,1,150000.00,good
Mission,1,700,1,150000.00,good
Missouri City,1,650,1,150000.00,good
Mobeetie,1,700,1,150000.00,good
Mobile City,1,800,1,150000.00,good
Monahans,1,800,1,150000.00,good
Mont Belvieu,1,800,1,150000.00,Normal
Montgomery,1,650,1,150000.00,Normal
Moody,1,700,1,150000.00,old
Moore Station,1,800,1,150000.00,good
Moran,1,800,1,294658.00,good
Morgan,1,800,1,150000.00,old
Morgan's Point,1,800,1,150000.00,Normal
Morgan's Point Resort,1,800,1,100000.00,Normal
Morton,1,800,1,150000.00,good
Mount Calm,1,800,1,100000.00,good
Mount Enterprise,1,650,1,150000.00,good
Mount Pleasant,1,700,1,150000.00,good
Mountain City,1,650,1,150000.00,good
Muenster,1,700,1,150000.00,good
Muleshoe,1,800,1,150000.00,good
Munday,1,800,1,150000.00,good
Murchison,1,800,1,150000.00,good
Murphy,1,650,1,150000.00,good
Mustang Ridge,1,700,1,150000.00,good
Nacogdoches,1,800,1,150000.00,good
Naples,1,800,1,100000.00,good
Nash,1,800,1,150000.00,good
Nassau Bay,1,800,1,150000.00,good
Natalia,1,800,1,150000.00,good
Navasota,1,650,1,100000.00,good
Nazareth,1,700,1,150000.00,good
Nederland,1,650,1,100000.00,good
Needville,1,700,1,150000.00,good
Nevada,1,800,1,150000.00,good
New Berlin,1,800,1,150000.00,good
New Boston,1,800,1,150000.00,good
New Braunfels,1,650,1,150000.00,good
New Chapel Hill,1,700,1,300000.00,good
New Fairview,1,800,1,100000.00,good
New Home,1,800,1,100000.00,good
New London,1,800,1,300000.00,good
New Summerfield,1,800,1,100000.00,good
New Waverly,1,800,1,100000.00,good
Newark,1,800,1,100000.00,good
Newcastle,1,650,1,150000.00,good
Newton,1,700,1,65920.00,good
Niederwald,1,650,1,150000.00,good
Nixon,1,700,1,150000.00,good
Nocona,1,800,1,150000.00,good
Nolanville,1,800,1,100000.00,good
Nome,1,800,1,150000.00,good
Noonday,1,650,1,150000.00,good
Nordheim,1,700,1,150000.00,good
North Cleveland,1,800,1,150000.00,good
North Richland Hills,1,800,1,150000.00,good
Novice,1,800,1,100000.00,good
O'Brien,1,800,1,150000.00,good
O'Donnell,1,650,1,150000.00,good
Oak Leaf,1,700,1,100000.00,good
Oak Point,1,650,1,200000.00,good
Oak Ridge North,1,700,1,150000.00,Normal
Odem,1,800,1,100000.00,Normal
Odessa,1,800,1,150000.00,old
Oglesby,1,800,1,100000.00,good
Old River-Winfree,1,650,1,150000.00,good
Olmos Park,1,700,1,150000.00,old
Olney,1,800,1,150000.00,Normal
Olton,1,800,1,100000.00,Normal
Omaha,1,800,1,200000.00,good
Onalaska,1,800,1,100000.00,good
Orange,1,650,1,200000.00,good
Orange Grove,1,700,1,100000.00,good
Orchard,1,650,1,200000.00,good
Ore City,1,700,1,150000.00,good
Overton,1,800,1,100000.00,good
Ovilla,1,800,1,100000.00,good
Oyster Creek,1,800,1,150000.00,good
Palacios,1,650,1,200000.00,good
Palestine,1,700,1,100000.00,good
Palm Valley,1,800,1,100000.00,good
Palmhurst,1,800,1,100000.00,good
Palmview,1,800,1,150000.00,good
Pampa,1,800,1,150000.00,good
Panorama Village,1,800,1,100000.00,good
Paradise,1,650,1,150000.00,good
Paris,1,700,1,200000.00,good
Parker,1,650,1,100000.00,good
Pasadena,1,700,1,100000.00,good
Pattison,1,800,1,150000.00,good
Patton Village,1,800,1,150000.00,good
Pearland,1,800,1,150000.00,good
Pearsall,1,650,1,200000.00,good
Pecan Gap,1,700,1,100000.00,good
Pecan Hill,1,800,1,150000.00,good
Pecos,1,800,1,150000.00,good
Pelican Bay,1,800,1,200000.00,good
Peñitas,1,800,1,100000.00,good
Perryton,1,650,1,100000.00,good
Petersburg,1,700,1,200000.00,good
Petrolia,1,650,1,100000.00,good
Petronila,1,700,1,100000.00,good
Pflugerville,1,800,1,100000.00,good
Pharr,1,800,1,100000.00,good
Pilot Point,1,800,1,100000.00,good
Pine Forest,1,650,1,100000.00,good
Pinehurst,1,700,1,150000.00,good
Pineland,1,800,1,300000.00,good
Piney Point Village,1,800,1,100000.00,good
Pittsburg,1,800,1,150000.00,good
Plainview,1,800,1,100000.00,good
Plano,1,650,1,100000.00,good
Plantersville,1,700,1,150000.00,good
Pleasanton,1,650,1,150000.00,good
Plum Grove,1,700,1,100000.00,good
Point,1,800,1,100000.00,good
Point Blank,1,800,1,100000.00,Normal
Point Comfort,1,800,1,100000.00,Normal
Port Aransas,1,650,1,100000.00,old
Port Arthur,1,700,1,200000.00,good
Port Isabel,1,800,1,200000.00,good
Port Lavaca,1,800,1,150000.00,old
Port Neches,1,800,1,100000.00,Normal
Portland,1,800,1,100000.00,Normal
Post,1,800,1,100000.00,good
Poteet,1,800,1,100000.00,good
Prairie View,1,650,1,100000.00,good
Premont,1,700,1,300000.00,good
Presidio,1,650,1,200000.00,good
Princeton,1,700,1,100000.00,good
Progreso,1,800,1,100000.00,good
Progreso Lakes,1,800,1,100000.00,good
Quanah,1,800,1,150000.00,good
Queen City,1,650,1,200000.00,good
Quinlan,1,700,1,250000.00,good
Quitaque,1,800,1,100000.00,good
Quitman,1,800,1,200000.00,good
Ralls,1,800,1,150000.00,good
Ranger,1,800,1,150000.00,good
Rankin,1,800,1,150000.00,good
Ravenna,1,800,1,150000.00,good
Raymondville,1,650,1,200000.00,good
Red Lick,1,700,1,100000.00,good
Red Oak,1,650,1,150000.00,good
Redwater,1,700,1,100000.00,good
Reklaw,1,650,1,150000.00,good
Reno,1,700,1,150000.00,good
Reno,1,800,1,150000.00,good
Rhome,1,800,1,100000.00,good
Rice,1,800,1,200000.00,good
Richardson,1,650,1,150000.00,good
Richland Hills,1,700,1,100000.00,good
Richmond,1,800,1,150000.00,good
Richwood,1,800,1,140000.00,good
Riesel,1,800,1,130000.00,good
Rio Bravo,1,800,1,170000.00,good
Rio Grande City,1,800,1,190000.00,good
Rio Hondo,1,700,1,153200.00,good
Rio Vista,1,800,1,110500.00,good
River Oaks,1,650,1,183200.00,good
Riverside,1,700,1,156100.00,good
Roanoke,1,800,1,106000.00,good
Robert Lee,1,650,1,197200.00,good
Robinson,1,700,1,197200.00,good
Robstown,1,800,1,75200.00,good
Roby,1,800,1,170000.00,good
Rockdale,1,800,1,199000.00,good
Rockport,1,800,1,150000.00,good
Rockwall,1,650,1,150000.00,good
Rollingwood,1,700,1,200000.00,good
Roma,1,800,1,250000.00,good
Roman Forest,1,800,1,300000.00,Normal
Ropesville,1,800,1,200000.00,Normal
Roscoe,1,650,1,100000.00,old
Rose City,1,700,1,250000.00,good
Rose Hill Acres,1,800,1,300000.00,good
Rosebud,1,800,1,300000.00,old
Rosenberg,1,800,1,100000.00,Normal
Ross,1,800,1,100000.00,Normal
Rotan,1,650,1,200000.00,good
Round Rock,1,700,1,200000.00,good
Rowlett,1,650,1,250000.00,good
Roxton,1,700,1,250000.00,good
Royse City,1,800,1,150000.00,good
Runaway Bay,1,800,1,150000.00,good
Rusk,1,800,1,200000.00,good
Sabinal,1,650,1,150000.00,good
Sachse,1,700,1,150000.00,good
Sadler,1,800,1,150000.00,good
Saginaw,1,800,1,150000.00,good
San Angelo,1,800,1,200000.00,good
San Antonio,1,800,1,100000.00,good
San Augustine,1,800,1,150000.00,good
San Benito,1,800,1,100000.00,good
San Diego,1,800,1,150000.00,good
San Elizario,1,650,1,62560.00,good
San Juan,1,700,1,150000.00,good
San Marcos,1,650,1,237460.00,good
San Patricio,1,700,1,100000.00,good
San Perlita,1,800,1,280000.00,good
San Saba,1,800,1,150000.00,good
Sandy Oaks,1,800,1,150000.00,good
Sandy Point,1,650,1,150000.00,good
Sanger,1,700,1,150000.00,good
Sansom Park,1,800,1,150000.00,good
Santa Clara,1,800,1,150000.00,good
Santa Fe,1,800,1,150000.00,good
Savoy,1,800,1,150000.00,good
Schertz,1,800,1,150000.00,good
Schulenburg,1,800,1,244135.00,good
Scotland,1,800,1,150000.00,good
Scottsville,1,650,1,150000.00,good
Seabrook,1,700,1,150000.00,good
Seadrift,1,650,1,296122.00,good
Seagoville,1,700,1,150000.00,good
Seagraves,1,800,1,100000.00,good
Sealy,1,800,1,150000.00,good
Seguin,1,800,1,150000.00,good
Selma,1,650,1,150000.00,good
Seminole,1,700,1,150000.00,good
Seven Oaks,1,800,1,150000.00,good
Seven Points,1,800,1,150000.00,good
Seymour,1,800,1,150000.00,good
Shallowater,1,800,1,150000.00,good
Shamrock,1,800,1,150000.00,good
Shavano Park,1,800,1,150000.00,good
Shenandoah,1,800,1,150000.00,Normal
Shepherd,1,800,1,150000.00,Normal
Sherman,1,650,1,150000.00,old
Shiner,1,700,1,150000.00,good
Shoreacres,1,650,1,150000.00,good
Silsbee,1,700,1,339863.00,old
Silverton,1,800,1,150000.00,Normal
Simonton,1,800,1,150000.00,Normal
Sinton,1,800,1,150000.00,good
Slaton,1,650,1,300000.00,good
Smiley,1,700,1,150000.00,good
Smithville,1,800,1,300000.00,good
Snook,1,800,1,150000.00,good
Snyder,1,800,1,150000.00,good
Socorro,1,800,1,150000.00,good
Somerset,1,800,1,150000.00,good
Somerville,1,650,1,150000.00,good
Sonora,1,700,1,150000.00,good
Sour Lake,1,650,1,150000.00,good
South Frydek,1,700,1,150000.00,good
South Houston,1,800,1,150000.00,good
Southlake,1,800,1,150000.00,good
Southmayd,1,800,1,150000.00,good
Southside Place,1,650,1,150000.00,good
Spearman,1,700,1,150000.00,good
Splendora,1,800,1,150000.00,good
Spofford,1,800,1,294658.00,good
Spring Branch,1,800,1,150000.00,good
Spring Valley Village,1,800,1,150000.00,good
Springtown,1,800,1,100000.00,good
Spur,1,800,1,150000.00,good
St. Jo,1,800,1,100000.00,good
Stafford,1,650,1,150000.00,good
Stamford,1,700,1,150000.00,good
Stanton,1,650,1,150000.00,good
Staples,1,700,1,150000.00,good
Star Harbor,1,800,1,150000.00,good
Stephenville,1,800,1,150000.00,good
Sterling City,1,800,1,150000.00,good
Stinnett,1,650,1,150000.00,good
Stockdale,1,700,1,150000.00,good
Stockton Bend,1,800,1,150000.00,good
Stratford,1,800,1,100000.00,good
Strawn,1,800,1,150000.00,good
Sudan,1,800,1,150000.00,good
Sugar Land,1,800,1,150000.00,good
Sullivan City,1,650,1,100000.00,good
Sulphur Springs,1,700,1,150000.00,good
Sun Valley,1,650,1,100000.00,good
Sundown,1,700,1,150000.00,good
Sunray,1,800,1,150000.00,good
Sunrise Beach Village,1,800,1,150000.00,good
Sunset Valley,1,800,1,150000.00,good
Surfside Beach,1,650,1,150000.00,good
Sweeny,1,700,1,300000.00,good
Sweetwater,1,800,1,100000.00,Normal
Taft,1,800,1,100000.00,Normal
Tahoka,1,800,1,300000.00,old
Talco,1,800,1,100000.00,good
Tatum,1,800,1,100000.00,good
Taylor,1,800,1,100000.00,old
Taylor Lake Village,1,650,1,150000.00,Normal
Taylor Landing,1,700,1,65920.00,Normal
Teague,1,650,1,150000.00,good
Temple,1,700,1,150000.00,good
Terrell,1,800,1,150000.00,good
Terrell Hills,1,800,1,100000.00,good
Texarkana,1,800,1,150000.00,good
Texas City,1,650,1,150000.00,good
Texhoma,1,700,1,150000.00,good
The Colony,1,800,1,150000.00,good
Thorndale,1,800,1,150000.00,good
Thrall,1,800,1,100000.00,good
Three Rivers,1,800,1,150000.00,good
Timpson,1,650,1,150000.00,good
Toco,1,700,1,100000.00,good
Todd Mission,1,650,1,200000.00,good
Tolar,1,700,1,150000.00,good
Tom Bean,1,800,1,100000.00,good
Tomball,1,800,1,150000.00,good
Tool,1,800,1,100000.00,good
Trenton,1,650,1,150000.00,good
Trinidad,1,700,1,150000.00,good
Trinity,1,800,1,150000.00,good
Troup,1,800,1,100000.00,good
Troy,1,800,1,200000.00,good
Tulia,1,800,1,100000.00,good
Turkey,1,650,1,200000.00,good
Tuscola,1,700,1,100000.00,good
Tye,1,650,1,200000.00,good
Tyler,1,700,1,150000.00,good
Uhland,1,800,1,100000.00,good
Uncertain,1,800,1,100000.00,good
Union Grove,1,800,1,150000.00,good
Union Valley,1,650,1,200000.00,good
Universal City,1,700,1,100000.00,good
University Park,1,800,1,100000.00,good
Uvalde,1,800,1,100000.00,good
Valley Mills,1,800,1,150000.00,good
Valley View,1,800,1,150000.00,good
Van,1,800,1,100000.00,good
Van Alstyne,1,650,1,150000.00,good
Vega,1,700,1,200000.00,good
Venus,1,650,1,100000.00,good
Vernon,1,700,1,100000.00,good
Victoria,1,800,1,150000.00,good
Vidor,1,800,1,150000.00,good
Von Ormy,1,800,1,150000.00,good
Waco,1,650,1,200000.00,good
Waelder,1,700,1,100000.00,good
Wake Village,1,800,1,150000.00,Normal
Waller,1,800,1,150000.00,Normal
Wallis,1,800,1,200000.00,old
Walnut Springs,1,800,1,100000.00,good
Warren City,1,650,1,100000.00,good
Waskom,1,700,1,200000.00,old
Watauga,1,650,1,100000.00,Normal
Waxahachie,1,700,1,100000.00,Normal
Weatherford,1,800,1,100000.00,good
Webster,1,800,1,100000.00,good
Weimar,1,800,1,100000.00,good
Weinert,1,650,1,100000.00,good
Weir,1,700,1,150000.00,good
Wellington,1,800,1,300000.00,good
Wellman,1,800,1,100000.00,good
Weslaco,1,800,1,150000.00,good
West,1,800,1,100000.00,good
West Columbia,1,650,1,100000.00,good
West Lake Hills,1,700,1,150000.00,good
West Orange,1,650,1,150000.00,good
West Tawakoni,1,700,1,100000.00,good
West University Place,1,800,1,100000.00,good
Westbrook,1,800,1,100000.00,good
Weston,1,800,1,100000.00,good
Weston Lakes,1,650,1,100000.00,good
Westworth Village,1,700,1,200000.00,good
Wharton,1,800,1,200000.00,good
Wheeler,1,800,1,150000.00,good
White Oak,1,800,1,100000.00,good
White Settlement,1,800,1,100000.00,good
Whitehouse,1,800,1,100000.00,good
Whitesboro,1,800,1,100000.00,good
Wichita Falls,1,650,1,100000.00,good
Willis,1,700,1,300000.00,good
Willow Park,1,650,1,200000.00,good
Wills Point,1,700,1,100000.00,good
Wilmer,1,800,1,100000.00,good
Wilson,1,800,1,100000.00,good
Wimberley,1,800,1,150000.00,good
Windcrest,1,650,1,200000.00,good
Winfield,1,700,1,250000.00,good
Wink,1,800,1,100000.00,good
Winnsboro,1,800,1,200000.00,good
Winters,1,800,1,150000.00,good
Wixon Valley,1,800,1,150000.00,good
Wolfe City,1,800,1,150000.00,good
Wolfforth,1,800,1,150000.00,good
Woodbranch,1,650,1,200000.00,good
Woodcreek,1,700,1,100000.00,good
Woodway,1,650,1,150000.00,good
Wylie,1,700,1,100000.00,good
Yoakum,1,650,1,150000.00,good
Yorktown,1,700,1,150000.00,good
Zavalla,1,800,1,150000.00,good
Alba,2,1100,2,229800.00,good
Alma,2,1200,2,165750.00,Normal
Alto,2,1300,2,274800.00,Normal
Alvord,2,1400,2,234150.00,old
Annetta,2,1500,2,159000.00,good
Annetta North,2,1100,2,295800.00,good
Annetta South,2,1200,2,295800.00,old
Annona,2,1300,2,112800.00,Normal
Anthony,2,1400,2,255000.00,Normal
Aspermont,2,1500,2,298500.00,good
Avery,2,1100,2,225000.00,good
Avinger,2,1200,2,225000.00,good
Bartonville,2,1300,2,300000.00,good
Bayside,2,1400,2,375000.00,good
Bayview,2,1500,2,450000.00,good
Bells,2,1100,2,300000.00,good
Berryville,2,1200,2,150000.00,good
Big Sandy,2,1300,2,375000.00,good
Bishop Hills,2,1400,2,450000.00,good
Blanket,2,1500,2,450000.00,good
Bloomburg,2,1100,2,150000.00,good
Blooming Grove,2,1200,2,150000.00,good
Blum,2,1300,2,300000.00,good
Booker,2,1400,2,300000.00,good
Boyd,2,1500,2,375000.00,good
Broaddus,2,1100,2,375000.00,good
Bronte,2,1200,2,225000.00,good
Buckholts,2,1300,2,225000.00,good
Buffalo Gap,2,1400,2,300000.00,good
Bullard,2,1500,2,225000.00,good
Bynum,2,1100,2,225000.00,good
Caney City,2,1200,2,225000.00,good
Carbon,2,1300,2,225000.00,good
Carl's Corner,2,1400,2,300000.00,good
Chester,2,1500,2,150000.00,good
China Grove,2,1100,2,225000.00,good
Christine,2,1200,2,150000.00,good
Clint,2,1300,2,225000.00,good
Coahoma,2,1400,2,93840.00,good
Coffee City,2,1500,2,225000.00,good
Collinsville,2,1100,2,356190.00,good
Combes,2,1200,2,150000.00,good
Como,2,1300,2,420000.00,good
Coolidge,2,1400,2,225000.00,good
Copper Canyon,2,1500,2,225000.00,good
Corrigan,2,1100,2,225000.00,good
Crawford,2,1200,2,225000.00,good
Cross Plains,2,1300,2,225000.00,good
Cross Roads,2,1400,2,225000.00,good
Cross Timber,2,1500,2,225000.00,good
Cuney,2,1100,2,225000.00,good
Darrouzett,2,1200,2,225000.00,good
Dawson,2,1300,2,366202.50,good
Dennis,2,1400,2,225000.00,good
Denver City,2,1500,2,225000.00,good
Detroit,2,1100,2,225000.00,good
DISH,2,1200,2,444183.00,Normal
Dodd City,2,1300,2,225000.00,Normal
Dodson,2,1400,2,150000.00,old
Domino,2,1500,2,225000.00,good
Double Oak,2,1100,2,225000.00,good
Douglassville,2,1200,2,225000.00,old
Draper,2,1300,2,225000.00,Normal
Edgecliff Village,2,1400,2,225000.00,Normal
Edgewood,2,1500,2,225000.00,good
Edmonson,2,1100,2,225000.00,good
Elkhart,2,1200,2,225000.00,good
Emhouse,2,1300,2,225000.00,good
Enchanted Oaks,2,1400,2,225000.00,good
Estelline,2,1500,2,225000.00,good
Evant,2,1100,2,225000.00,good
Fairview,2,1200,2,225000.00,good
Flatonia,2,1300,2,225000.00,good
Flower Mound,2,1400,2,225000.00,good
Frankston,2,1500,2,509794.50,good
Fulton,2,1100,2,225000.00,good
Garrett,2,1200,2,225000.00,good
Grandfalls,2,1300,2,225000.00,good
Groom,2,1400,2,450000.00,good
Gustine,2,1500,2,225000.00,good
Hackberry,2,1100,2,450000.00,good
Happy,2,1200,2,225000.00,good
Hebron,2,1300,2,225000.00,good
Hickory Creek,2,1400,2,225000.00,good
Highland Park,2,1500,2,225000.00,good
Holiday Lakes,2,1100,2,225000.00,good
Holland,2,1200,2,225000.00,good
Hollywood Park,2,1300,2,225000.00,good
Howe,2,1400,2,225000.00,good
Impact,2,1500,2,225000.00,good
Indian Lake,2,1100,2,225000.00,good
Italy,2,1200,2,225000.00,good
Kenefick,2,1300,2,225000.00,good
Kirvin,2,1400,2,225000.00,good
Kosse,2,1500,2,225000.00,good
Kurten,2,1100,2,441987.00,good
Ladonia,2,1200,2,225000.00,good
Laguna Vista,2,1300,2,225000.00,good
Lake City,2,1400,2,150000.00,good
Lakeside,2,1500,2,225000.00,good
Lakeside,2,1100,2,150000.00,good
Lakeside City,2,1200,2,225000.00,good
Lakeview,2,1300,2,225000.00,good
Lawn,2,1400,2,225000.00,good
Lefors,2,1500,2,225000.00,good
Lexington,2,1100,2,225000.00,good
Livingston,2,1200,2,225000.00,good
Lockney,2,1300,2,225000.00,good
Loraine,2,1400,2,225000.00,good
Los Indios,2,1500,2,225000.00,good
Mabank,2,1100,2,225000.00,good
Malone,2,1200,2,150000.00,Normal
Marietta,2,1300,2,225000.00,Normal
Matador,2,1400,2,225000.00,old
McLean,2,1500,2,225000.00,good
Meadow,2,1100,2,150000.00,good
Megargel,2,1200,2,225000.00,old
Melvin,2,1300,2,150000.00,Normal
Merkel,2,1400,2,225000.00,Normal
Mertens,2,1500,2,225000.00,good
Mildred,2,1100,2,225000.00,good
Milford,2,1200,2,225000.00,good
Miller's Cove,2,1300,2,225000.00,good
Millsap,2,1400,2,450000.00,good
Moulton,2,1500,2,150000.00,good
Mount Vernon,2,1100,2,150000.00,good
Mullin,2,1200,2,450000.00,good
Mustang,2,1300,2,150000.00,good
Navarro,2,1400,2,150000.00,good
New Deal,2,1500,2,150000.00,good
New Hope,2,1100,2,225000.00,good
Neylandville,2,1200,2,98880.00,good
Normangee,2,1300,2,225000.00,good
Northlake,2,1400,2,225000.00,good
Oak Grove,2,1500,2,225000.00,good
Oak Ridge,2,1100,2,150000.00,good
Oak Ridge,2,1200,2,225000.00,good
Oak Valley,2,1300,2,225000.00,good
Oakwood,2,1400,2,225000.00,good
Opdyke West,2,1500,2,225000.00,good
Paducah,2,1100,2,225000.00,good
Paint Rock,2,1200,2,150000.00,good
Palmer,2,1300,2,225000.00,good
Panhandle,2,1400,2,225000.00,good
Pantego,2,1500,2,150000.00,good
Payne Springs,2,1100,2,300000.00,good
Peaster,2,1200,2,225000.00,good
Penelope,2,1300,2,150000.00,good
Pine Island,2,1400,2,225000.00,good
Plains,2,1500,2,150000.00,good
Pleasant Valley,2,1100,2,225000.00,good
Poetry,2,1200,2,225000.00,good
Ponder,2,1300,2,225000.00,good
Post Oak Bend City,2,1400,2,150000.00,good
Poth,2,1500,2,300000.00,good
Pottsboro,2,1100,2,150000.00,good
Powell,2,1200,2,300000.00,good
Poynor,2,1300,2,150000.00,good
Primera,2,1400,2,300000.00,good
Prosper,2,1500,2,225000.00,good
Providence Village,2,1100,2,150000.00,good
Putnam,2,1200,2,150000.00,good
Pyote,2,1300,2,225000.00,good
Quintana,2,1400,2,300000.00,good
Rancho Viejo,2,1500,2,150000.00,good
Ransom Canyon,2,1100,2,150000.00,good
Refugio,2,1200,2,150000.00,Normal
Retreat,2,1300,2,225000.00,Normal
Richland,2,1400,2,225000.00,old
Richland Springs,2,1500,2,150000.00,good
Rising Star,2,1100,2,225000.00,good
Road Runner,2,1200,2,300000.00,old
Roaring Springs,2,1300,2,150000.00,Normal
Rochester,2,1400,2,150000.00,Normal
Rocksprings,2,1500,2,225000.00,good
